ENSG00000180447	261	26	21	11	195	55	62	28	67	36	24	6	1026	551	289	68	236	94	94	18
ENSG00000123179	506	139	100	62	333	97	203	65	315	108	107	32	288	249	163	103	241	199	224	93
ENSG00000281273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172086	1649	668	1221	1748	438	366	848	485	666	491	865	464	552	494	1015	760	444	532	1072	457
ENSG00000163683	1904	577	395	980	826	563	537	510	787	678	554	842	1171	651	851	640	672	641	614	430
ENSG00000164266	1	21	122	419	0	3	49	320	0	15	67	270	0	2	3	33	1	2	17	93
ENSG00000100324	1328	552	456	371	698	386	149	102	784	530	163	79	851	752	310	199	567	644	272	127
ENSG00000281523	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000132475	22117	13802	38943	43443	9862	12078	19677	26976	9527	11531	21772	25288	9605	10431	16363	17619	8565	15673	23165	20900
ENSG00000267436	58	21	18	37	78	63	49	55	62	78	44	51	83	96	30	74	11	15	12	12
ENSG00000156983	2596	1318	928	645	1479	872	638	324	1840	1247	629	416	1794	1379	832	516	1067	1170	694	296
ENSG00000156466	617	69	94	45	518	258	561	273	406	162	255	91	3492	1285	1469	749	479	350	393	123
ENSG00000182890	82	29	28	33	37	41	26	15	61	35	24	10	50	41	28	16	39	45	25	6
ENSG00000164961	5736	2980	1092	851	2563	1978	803	654	2996	2296	660	456	2908	2745	1018	825	2340	3323	1179	572
ENSG00000079387	1276	710	1059	844	568	463	531	375	798	613	546	357	681	593	602	400	423	563	578	250
ENSG00000125430	308	1816	9065	23423	269	3564	16372	8289	134	2121	12207	7671	340	866	12050	8267	119	681	6148	2188
ENSG00000179295	10710	4828	4260	3432	7137	4608	4452	2376	7409	5190	4409	1736	8699	5866	7295	3408	5268	6527	6524	2375
ENSG00000171448	352	135	122	106	173	66	52	50	137	91	45	33	150	100	97	46	122	87	101	31
ENSG00000103196	251	459	60	220	158	327	374	217	263	1079	157	260	627	784	1261	870	511	1134	820	456
ENSG00000213463	2587	1054	599	203	1495	1198	457	210	1732	1141	388	112	1380	1156	666	277	994	1258	517	124
ENSG00000134287	13990	9308	6461	8279	8996	9199	5004	5472	8522	9501	4250	4232	8520	9981	5174	5726	6156	10273	5189	3639
